Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	Episodes	LastEpReturn	TimestepsSoFar
90	1112.477222919464	1000	92000	1358.9240050990356	104	799.6488971661686	92000
91	1122.232616186142	1000	93000	1358.9240050990356	105	1245.3491262802675	93000
92	1132.3212008476257	1000	94000	1384.9367205117412	106	1384.9367205117412	94000
93	1143.6407189369202	1000	95000	1384.9367205117412	107	641.0920223747003	95000
94	1157.0569252967834	1000	96000	1384.9367205117412	108	1323.9556728869813	96000
95	1170.864514350891	1000	97000	1420.1935259723898	109	1420.1935259723898	97000
96	1184.1660649776459	1000	98000	1508.6088287434452	110	1508.6088287434452	98000
97	1194.00888133049	1000	99000	1508.6088287434452	111	1411.0483546359915	99000
98	1204.031704902649	1000	100000	1528.307555267397	113	1055.7315191769444	100000
99	1215.3085598945618	1000	101000	1528.307555267397	114	759.8430746611447	101000
100	1228.5696105957031	1000	102000	1528.307555267397	115	967.5923519877211	102000
101	1242.467012166977	1000	103000	1528.307555267397	116	882.992116642408	103000
102	1256.3501946926117	1000	104000	1562.3843168468177	117	1562.3843168468177	104000
103	1269.873783826828	1000	105000	1562.3843168468177	118	1405.0481520412566	105000
104	1280.0148360729218	1000	106000	1573.5451524805412	119	1573.5451524805412	106000
105	1290.1202185153961	1000	107000	1573.5451524805412	121	139.43395860233534	107000
106	1300.8990223407745	1000	108000	1684.1820615585627	122	1684.1820615585627	108000
107	1313.7547788619995	1000	109000	1694.5682157585884	123	1694.5682157585884	109000
108	1327.7697422504425	1000	110000	1765.4735712709376	124	1765.4735712709376	110000
109	1341.7726538181305	1000	111000	1765.4735712709376	125	1633.6177518339246	111000
110	1355.1822199821472	1000	112000	1765.4735712709376	126	1668.7643894535065	112000
111	1365.195144891739	1000	113000	1765.4735712709376	127	1444.2714486454354	113000
112	1375.3394179344177	1000	114000	1765.4735712709376	128	1751.428214044577	114000
113	1386.3272695541382	1000	115000	1765.4735712709376	129	1724.9090564117491	115000
114	1399.1640326976776	1000	116000	1864.6668252383297	131	369.4348713722632	116000
115	1413.1804659366608	1000	117000	1864.6668252383297	132	1739.4082140989178	117000
116	1427.0005855560303	1000	118000	1864.6668252383297	133	1831.2272860375792	118000
117	1440.8443415164948	1000	119000	1864.6668252383297	134	1827.858816930667	119000
118	1453.6506688594818	1000	120000	1864.6668252383297	136	153.50812582057222	120000
119	1463.624757051468	1000	121000	1864.6668252383297	137	1783.7382695717727	121000
120	1473.630057811737	1000	122000	1864.6668252383297	138	1801.8640269379864	122000
121	1485.204776763916	1000	123000	1864.6668252383297	139	761.2484996560027	123000
122	1498.6442983150482	1000	124000	1864.6668252383297	140	1830.1928954647608	124000
123	1512.8555216789246	1000	125000	1864.6668252383297	141	1840.3861032849302	125000
124	1526.8264963626862	1000	126000	1864.6668252383297	142	1721.5486474417544	126000
125	1538.892199754715	1000	127000	1864.6668252383297	143	1769.0606529760514	127000
126	1548.634211063385	1000	128000	1864.6668252383297	144	1825.9734717847205	128000
127	1558.4930205345154	1000	129000	1864.6668252383297	145	1764.253603075882	129000
128	1570.0709910392761	1000	130000	1864.6668252383297	146	545.6667832628311	130000
129	1583.846153497696	1000	131000	1864.6668252383297	147	1656.6584880226546	131000
130	1597.811136007309	1000	132000	1864.6668252383297	148	1781.8323538786644	132000
131	1611.3926072120667	1000	133000	1864.6668252383297	149	1848.4640670547922	133000
132	1625.4721114635468	1000	134000	1974.6001647949458	150	1974.6001647949458	134000
133	1638.1736361980438	1000	135000	1974.6001647949458	151	1654.4014192908173	135000
134	1648.2173688411713	1000	136000	1974.6001647949458	152	1913.5407140811435	136000
135	1658.2424318790436	1000	137000	1974.6001647949458	154	334.2852808651919	137000
136	1669.8653180599213	1000	138000	2002.4761565853516	156	198.17496011004977	138000
137	1683.8859162330627	1000	139000	2020.2602757778589	157	2020.2602757778589	139000
138	1697.6777839660645	1000	140000	2020.2602757778589	158	1768.4571675640366	140000
139	1707.906221151352	1000	141000	2020.2602757778589	159	1975.2314983740976	141000
140	1717.8641035556793	1000	142000	2020.2602757778589	162	293.78836601310275	142000
141	1728.6500976085663	1000	143000	2067.179125396068	163	2067.179125396068	143000
142	1741.084623336792	1000	144000	2067.179125396068	164	844.1812243862688	144000
143	1755.265694141388	1000	145000	2110.606964125975	166	81.96926952968806	145000
144	1769.136774778366	1000	146000	2110.606964125975	167	1367.4801402317744	146000
145	1782.8462874889374	1000	147000	2110.606964125975	168	1951.7975804831729	147000
146	1796.8578791618347	1000	148000	2110.606964125975	169	1993.262498080719	148000
147	1810.835233926773	1000	149000	2131.9320973032027	171	1155.69132833338	149000
148	1820.6185464859009	1000	150000	2131.9320973032027	172	1955.3108796767933	150000
149	1830.6074244976044	1000	151000	2131.9320973032027	173	2093.0451096137335	151000
150	1841.4700536727905	1000	152000	2131.9320973032027	174	1987.0742655683691	152000
151	1854.1917469501495	1000	153000	2140.4993252753675	175	2140.4993252753675	153000
152	1868.3587839603424	1000	154000	2140.4993252753675	177	649.4465051312765	154000
153	1881.4005935192108	1000	155000	2140.4993252753675	179	809.0569661566666	155000
154	1891.432495355606	1000	156000	2140.4993252753675	180	2027.301884908653	156000
155	1901.4738020896912	1000	157000	2140.4993252753675	181	2058.72988250411	157000
156	1915.0734708309174	1000	158000	2140.4993252753675	182	552.8990611280434	158000
157	1928.2911772727966	1000	159000	2177.2009430891035	183	2177.2009430891035	159000
158	1938.312330007553	1000	160000	2177.2009430891035	184	1972.2997506098923	160000
159	1948.8045566082	1000	161000	2177.2009430891035	185	2002.8858810832485	161000
160	1960.7613778114319	1000	162000	2177.2009430891035	186	2073.456002050266	162000
161	1974.6432666778564	1000	163000	2177.2009430891035	187	2003.9205550385652	163000
162	1984.8674485683441	1000	164000	2177.2009430891035	188	2074.5280479300422	164000
163	1995.1229875087738	1000	165000	2177.2009430891035	190	605.7041040127111	165000
164	2006.5337500572205	1000	166000	2177.2009430891035	191	2049.5976730127686	166000
165	2019.1167044639587	1000	167000	2217.1420861852685	192	2217.1420861852685	167000
166	2032.726963043213	1000	168000	2247.6693786230453	193	2247.6693786230453	168000
167	2046.792140007019	1000	169000	2319.685240380379	194	2319.685240380379	169000
168	2060.3666157722473	1000	170000	2319.685240380379	195	2131.830503212591	170000
169	2074.230558156967	1000	171000	2319.685240380379	197	486.58303179371757	171000
170	2085.4732887744904	1000	172000	2319.685240380379	198	2133.733988031202	172000
171	2095.5697813034058	1000	173000	2319.685240380379	199	2223.765689142582	173000
172	2106.1283900737762	1000	174000	2319.685240380379	200	2271.939275524925	174000
173	2117.5685045719147	1000	175000	2319.685240380379	201	2126.876236396955	175000
174	2131.572315454483	1000	176000	2319.685240380379	202	955.4573807816278	176000
175	2145.570079803467	1000	177000	2319.685240380379	203	-1336.8011180574863	177000
176	2159.5208868980408	1000	178000	2319.685240380379	205	138.79880278432773	178000
177	2171.4709498882294	1000	179000	2319.685240380379	206	1664.264728745107	179000
178	2181.427092075348	1000	180000	2319.685240380379	207	1454.1497982581295	180000
179	2191.65847158432	1000	181000	2319.685240380379	208	797.3056594357305	181000
180	2203.0853657722473	1000	182000	2319.685240380379	209	1173.105389564434	182000
181	2217.017688035965	1000	183000	2319.685240380379	210	1081.3374076806615	183000
182	2230.709832429886	1000	184000	2319.685240380379	211	1313.884182833592	184000
183	2244.607935667038	1000	185000	2319.685240380379	212	1427.9422937038369	185000
184	2258.4543011188507	1000	186000	2319.685240380379	213	1555.06195157596	186000
185	2272.5639746189117	1000	187000	2319.685240380379	214	-375.16782794857244	187000
186	2284.3483486175537	1000	188000	2319.685240380379	215	-973.3626960425471	188000
187	2294.3363206386566	1000	189000	2319.685240380379	216	-948.5487349540185	189000
188	2304.5381429195404	1000	190000	2319.685240380379	219	-75.64685778292154	190000
189	2316.386530160904	1000	191000	2319.685240380379	220	-876.1350617967338	191000
190	2330.2588646411896	1000	192000	2319.685240380379	221	-509.9515474591268	192000
191	2344.3164026737213	1000	193000	2319.685240380379	224	-16.667831043740748	193000
192	2358.401414871216	1000	194000	2319.685240380379	226	-472.99664346805616	194000
193	2372.096315383911	1000	195000	2319.685240380379	227	-1509.2880104584524	195000
194	2382.971079826355	1000	196000	2319.685240380379	230	-222.7900966458439	196000
195	2393.0151801109314	1000	197000	2319.685240380379	233	-97.26985086589724	197000
196	2403.7049329280853	1000	198000	2319.685240380379	234	-1623.2848230282668	198000
197	2416.1045083999634	1000	199000	2319.685240380379	235	-207.8187263938259	199000
198	2430.21005487442	1000	200000	2319.685240380379	258	-29.257724307240498	200000
199	2444.328511238098	1000	201000	2319.685240380379	267	-120.86925798458557	201000
200	2458.1749687194824	1000	202000	2319.685240380379	278	-262.51738340994604	202000
201	2472.1277871131897	1000	203000	2319.685240380379	281	-51.72227487059057	203000
202	2481.7767815589905	1000	204000	2319.685240380379	288	-42.1673757349744	204000
203	2491.7744505405426	1000	205000	2319.685240380379	295	-238.47487024190602	205000
204	2502.8177976608276	1000	206000	2319.685240380379	303	-329.05312991020867	206000
205	2515.803727865219	1000	207000	2319.685240380379	307	-68.95922721602054	207000
206	2529.7749531269073	1000	208000	2319.685240380379	309	-150.25287882934782	208000
207	2543.8383321762085	1000	209000	2319.685240380379	311	-246.14682536928086	209000
208	2557.943094968796	1000	210000	2319.685240380379	313	-150.32990930536178	210000
209	2571.8133895397186	1000	211000	2319.685240380379	314	-2663.8345291989067	211000
210	2581.458771467209	1000	212000	2319.685240380379	330	-131.868559434671	212000
211	2591.461166381836	1000	213000	2319.685240380379	339	-34.119690334773935	213000
212	2602.5293667316437	1000	214000	2319.685240380379	363	-52.290308468221376	214000
213	2615.3790616989136	1000	215000	2319.685240380379	383	-159.2710592474215	215000
214	2629.434828042984	1000	216000	2319.685240380379	406	-68.1438865502106	216000
215	2643.073827266693	1000	217000	2319.685240380379	409	-208.16896967785715	217000
216	2657.297776699066	1000	218000	2319.685240380379	413	-336.97302248822433	218000
217	2671.2587954998016	1000	219000	2319.685240380379	424	-186.9508724340145	219000
218	2682.2520644664764	1000	220000	2319.685240380379	435	-356.1135509139674	220000
219	2692.330075263977	1000	221000	2319.685240380379	440	-418.7006403434367	221000
220	2702.764197587967	1000	222000	2319.685240380379	451	-459.46774692052617	222000
221	2715.1350870132446	1000	223000	2319.685240380379	453	-618.5358862011659	223000
222	2729.14031624794	1000	224000	2319.685240380379	455	-1882.7737523693052	224000
223	2743.096885204315	1000	225000	2319.685240380379	456	-2796.496723555215	225000
224	2757.2233304977417	1000	226000	2319.685240380379	457	-2916.9749384572365	226000
225	2771.1372208595276	1000	227000	2319.685240380379	458	-2894.1368674219475	227000
226	2782.347165822983	1000	228000	2319.685240380379	459	-2975.1919602908993	228000
227	2792.2641537189484	1000	229000	2319.685240380379	460	-2940.124161274533	229000
228	2802.650706768036	1000	230000	2319.685240380379	461	-2930.3202205270973	230000
229	2814.6707739830017	1000	231000	2319.685240380379	462	-2904.798038487979	231000
230	2828.7942748069763	1000	232000	2319.685240380379	463	-2900.134451367509	232000
231	2842.7763838768005	1000	233000	2319.685240380379	464	-1224.7846426633575	233000
232	2853.990124940872	1000	234000	2319.685240380379	467	-1881.2376733625044	234000
233	2864.0256345272064	1000	235000	2319.685240380379	470	-32.90449798049531	235000
234	2874.5310456752777	1000	236000	2319.685240380379	510	-60.93053238250414	236000
235	2886.1732847690582	1000	237000	2319.685240380379	560	-34.25498085200088	237000
236	2900.283365726471	1000	238000	2319.685240380379	575	-110.47046886141399	238000
237	2914.2588229179382	1000	239000	2319.685240380379	586	-33.616627575104566	239000
238	2928.2578661441803	1000	240000	2319.685240380379	594	-390.25320931963137	240000
239	2941.5209052562714	1000	241000	2319.685240380379	607	-48.31161669858313	241000
240	2951.303199529648	1000	242000	2319.685240380379	617	-218.66976599845958	242000
241	2961.469750881195	1000	243000	2319.685240380379	621	-1053.3984955630558	243000
242	2972.808990955353	1000	244000	2319.685240380379	625	-151.76418155182586	244000
243	2986.0655472278595	1000	245000	2319.685240380379	651	-37.57007805297892	245000
244	2999.9879128932953	1000	246000	2319.685240380379	652	-2903.0404100109836	246000
245	3013.724413871765	1000	247000	2319.685240380379	673	-146.12244226108578	247000
246	3024.2279481887817	1000	248000	2319.685240380379	720	-37.41128570722918	248000
247	3034.3436410427094	1000	249000	2319.685240380379	752	-98.79296091028712	249000
248	3045.301905632019	1000	250000	2319.685240380379	768	-111.82808728147694	250000
249	3057.3765997886658	1000	251000	2319.685240380379	786	-82.55007132787502	251000
250	3071.140918493271	1000	252000	2319.685240380379	804	-73.97804359517532	252000
251	3084.9873554706573	1000	253000	2319.685240380379	809	-230.33101807796655	253000
252	3096.9479854106903	1000	254000	2319.685240380379	819	-188.65836361832487	254000
253	3106.7863528728485	1000	255000	2319.685240380379	849	-38.21366852527656	255000
254	3117.0079407691956	1000	256000	2319.685240380379	878	-40.01716748455489	256000
255	3130.7643234729767	1000	257000	2319.685240380379	881	-71.92368783545741	257000
256	3144.32599568367	1000	258000	2319.685240380379	882	-2997.7698528966907	258000
257	3154.5115661621094	1000	259000	2319.685240380379	883	-2997.46300976268	259000
258	3164.831242799759	1000	260000	2319.685240380379	885	-262.00743919006925	260000
259	3176.6760506629944	1000	261000	2319.685240380379	890	-211.66971360575792	261000
260	3189.931084394455	1000	262000	2319.685240380379	891	-3010.103376874181	262000
261	3204.0901815891266	1000	263000	2319.685240380379	895	-142.84394721811407	263000
262	3218.1630277633667	1000	264000	2319.685240380379	913	-179.30327987269052	264000
263	3229.747708797455	1000	265000	2319.685240380379	919	-75.89225286183591	265000
264	3239.6820015907288	1000	266000	2319.685240380379	921	-105.62143994516262	266000
265	3250.2892932891846	1000	267000	2319.685240380379	927	-53.28071210583466	267000
266	3262.0950334072113	1000	268000	2319.685240380379	929	-910.1178375023119	268000
267	3276.198366880417	1000	269000	2319.685240380379	930	-3008.871165362217	269000
268	3290.291178703308	1000	270000	2319.685240380379	931	-2987.477043162219	270000
269	3304.3843982219696	1000	271000	2319.685240380379	934	-42.48484760819039	271000
270	3316.5655868053436	1000	272000	2319.685240380379	936	-746.1917685527513	272000
271	3326.6515843868256	1000	273000	2319.685240380379	940	-450.36409807611074	273000
272	3336.8930554389954	1000	274000	2319.685240380379	943	-166.34133082787247	274000
273	3348.719898223877	1000	275000	2319.685240380379	946	-35.3086707777137	275000
274	3362.7700111865997	1000	276000	2319.685240380379	979	-40.14156202379128	276000
275	3376.8011450767517	1000	277000	2319.685240380379	1006	-196.02002780781368	277000
276	3387.578424692154	1000	278000	2319.685240380379	1014	-498.8180147264814	278000
277	3397.720417737961	1000	279000	2319.685240380379	1027	-362.38314840326757	279000
278	3408.409022808075	1000	280000	2319.685240380379	1051	-70.91276163907749	280000
279	3420.7653844356537	1000	281000	2319.685240380379	1057	-309.29924670955813	281000
280	3434.8368051052094	1000	282000	2319.685240380379	1083	-101.51626792149108	282000
281	3448.8572850227356	1000	283000	2319.685240380379	1101	-35.30787094241457	283000
282	3462.7423379421234	1000	284000	2319.685240380379	1114	-633.9943438099805	284000
283	3476.341453075409	1000	285000	2319.685240380379	1142	-41.32131244685419	285000
284	3490.339294910431	1000	286000	2319.685240380379	1179	-239.2955444656255	286000
285	3500.6731963157654	1000	287000	2319.685240380379	1182	-38.19100153101732	287000
286	3510.7897613048553	1000	288000	2319.685240380379	1227	-41.739489532776474	288000
287	3521.516905784607	1000	289000	2319.685240380379	1264	-97.46931980599882	289000
288	3533.9068422317505	1000	290000	2319.685240380379	1277	-105.20647565168527	290000
289	3547.8940103054047	1000	291000	2319.685240380379	1293	-122.19807383151363	291000
290	3561.5678005218506	1000	292000	2319.685240380379	1319	-41.95612091948383	292000
291	3571.4318132400513	1000	293000	2319.685240380379	1333	-218.0628825288075	293000
292	3581.672276496887	1000	294000	2319.685240380379	1352	-276.1122668869299	294000
293	3592.7923352718353	1000	295000	2319.685240380379	1361	-47.6177856917475	295000
294	3605.6471955776215	1000	296000	2319.685240380379	1367	-202.1909369944932	296000
295	3619.799903869629	1000	297000	2319.685240380379	1378	-50.1473672851665	297000
296	3633.567081451416	1000	298000	2319.685240380379	1388	-190.21386013214274	298000
297	3644.1269087791443	1000	299000	2319.685240380379	1396	-28.870605160559894	299000
298	3654.2451264858246	1000	300000	2319.685240380379	1400	-86.83125019441687	300000
299	3665.116724014282	1000	301000	2319.685240380379	1413	-37.67942405006881	301000
300	3677.078040599823	1000	302000	2319.685240380379	1428	-75.99073161600577	302000
301	3691.1707248687744	1000	303000	2319.685240380379	1454	-166.6466774750065	303000
302	3704.727173089981	1000	304000	2319.685240380379	1475	-231.56713665204828	304000
303	3718.9305510520935	1000	305000	2319.685240380379	1485	-496.9469879623686	305000
304	3732.9991176128387	1000	306000	2319.685240380379	1499	-63.58072651525626	306000
305	3742.9951355457306	1000	307000	2319.685240380379	1501	-35.027920420536816	307000
306	3753.036053419113	1000	308000	2319.685240380379	1539	-71.98548056042503	308000
307	3764.089247941971	1000	309000	2319.685240380379	1584	-41.211286826825074	309000
308	3776.590640306473	1000	310000	2319.685240380379	1624	-31.616364830893446	310000
309	3790.887844324112	1000	311000	2319.685240380379	1625	-138.30913850951535	311000
310	3802.4885799884796	1000	312000	2319.685240380379	1632	-32.81624406618729	312000
311	3812.5727682113647	1000	313000	2319.685240380379	1636	-68.91592720289634	313000
312	3823.0027799606323	1000	314000	2319.685240380379	1640	-642.9781482415406	314000
313	3834.853675842285	1000	315000	2319.685240380379	1641	-2971.9106362113303	315000
314	3849.3401651382446	1000	316000	2319.685240380379	1642	-2970.492994578575	316000
315	3863.3809518814087	1000	317000	2319.685240380379	1644	-197.25178099947772	317000
316	3875.127095222473	1000	318000	2319.685240380379	1645	-2885.666858246667	318000
317	3885.5932607650757	1000	319000	2319.685240380379	1647	-337.4567640586988	319000
318	3896.8979873657227	1000	320000	2319.685240380379	1658	-89.70801501194765	320000
319	3909.9879953861237	1000	321000	2319.685240380379	1679	-39.15803229438049	321000
320	3925.1444363594055	1000	322000	2319.685240380379	1684	-88.16516828736107	322000
321	3938.7503731250763	1000	323000	2319.685240380379	1692	-48.018289857073924	323000
322	3948.931984424591	1000	324000	2319.685240380379	1700	-83.79589486766058	324000
323	3959.190616130829	1000	325000	2319.685240380379	1738	-28.285829741865534	325000
324	3973.1125164031982	1000	326000	2319.685240380379	1766	-1160.6789951543026	326000
325	3990.5131919384003	1000	327000	2319.685240380379	1808	-152.77357393163544	327000
326	4001.472763776779	1000	328000	2319.685240380379	1817	-105.16112572770747	328000
327	4012.6784727573395	1000	329000	2319.685240380379	1819	-50.227626973149725	329000
328	4028.80748963356	1000	330000	2319.685240380379	1842	-102.59805791321197	330000
329	4047.804072380066	1000	331000	2319.685240380379	1883	-90.73366538601701	331000
330	4062.944458961487	1000	332000	2319.685240380379	1925	-53.22837364430126	332000
331	4074.6272637844086	1000	333000	2319.685240380379	1964	-59.2696165777351	333000
332	4086.657547235489	1000	334000	2319.685240380379	1967	-75.09496501740256	334000
333	4103.392765045166	1000	335000	2319.685240380379	1970	-93.6045790206252	335000
334	4118.056531667709	1000	336000	2319.685240380379	1974	-88.74277125892937	336000
335	4129.202625989914	1000	337000	2319.685240380379	1975	-3031.5552346942886	337000
336	4140.901710510254	1000	338000	2319.685240380379	1976	-2980.6058336516285	338000
337	4154.219540119171	1000	339000	2319.685240380379	1979	-170.02366439640753	339000
338	4170.199101686478	1000	340000	2319.685240380379	1985	-104.62133362529747	340000
339	4186.053385972977	1000	341000	2319.685240380379	1986	-3020.598047246834	341000
340	4201.60085606575	1000	342000	2319.685240380379	1988	-53.155354094102584	342000
341	4217.356486082077	1000	343000	2319.685240380379	1989	-2948.2186289432266	343000
342	4229.3877239227295	1000	344000	2319.685240380379	1990	-2975.9468682790325	344000
343	4240.495956659317	1000	345000	2319.685240380379	1992	-39.340331163296376	345000
344	4252.632354021072	1000	346000	2319.685240380379	1995	-140.43582241626484	346000
345	4267.6771941185	1000	347000	2319.685240380379	1996	-2978.203106905007	347000
346	4283.629277706146	1000	348000	2319.685240380379	1997	-2981.450741669272	348000
347	4297.378176212311	1000	349000	2319.685240380379	1999	-48.62354827062016	349000
348	4308.46329832077	1000	350000	2319.685240380379	2001	-51.066756495816826	350000
349	4319.949906826019	1000	351000	2319.685240380379	2002	-3009.0197438660857	351000
350	4333.340584993362	1000	352000	2319.685240380379	2006	-253.70831200287543	352000
351	4349.047370672226	1000	353000	2319.685240380379	2007	-2973.481401290788	353000
352	4364.795106887817	1000	354000	2319.685240380379	2009	-747.5137454897966	354000
353	4380.655963420868	1000	355000	2319.685240380379	2010	-2980.188202696024	355000
354	4396.387422800064	1000	356000	2319.685240380379	2011	-2959.6017038829973	356000
355	4411.83472776413	1000	357000	2319.685240380379	2012	-2989.677719131396	357000
356	4424.330142498016	1000	358000	2319.685240380379	2013	-2345.996691674607	358000
357	4435.276607751846	1000	359000	2319.685240380379	2015	-209.08644803322326	359000
358	4447.300617933273	1000	360000	2319.685240380379	2025	-49.495866825198476	360000
