LossAfter,train-EnvExecTime,Itr,Time-SampleProc,train-AverageReturn,train-StdReturn,LossBefore,n_timesteps,ItrTime,train-NumTrajs,train-AverageDiscountedReturn,Time-Optimization,Time-Sampling,train-MinReturn,train-PolicyExecTime,train-MaxReturn,Time
-0.01800871,8.864634275436401,129,0.13540410995483398,5.872128166792528,32.730684994964875,-1.2976283e-05,1300000,25.638332843780518,100,2.861926518251753,1.146040439605713,24.355815410614014,-77.09055230757106,14.719856023788452,108.36006586462322,3329.54247546196
-0.016729476,8.740476846694946,130,0.12804460525512695,9.992408074782796,31.56256935592042,-1.298761e-05,1310000,25.577204942703247,100,4.875667507132029,1.1702001094818115,24.277293920516968,-69.26506434890925,14.769251108169556,105.81487548166001,3355.1918358802795
-0.016427333,8.747159242630005,131,0.1311802864074707,7.479431063399055,28.59443374728349,-1.2940248e-05,1320000,25.55308961868286,100,3.7244361939080424,1.1651387214660645,24.256068468093872,-50.058411161535076,14.725867986679077,84.2421654194445,3380.835701227188
-0.018267464,8.861313343048096,132,0.15345001220703125,7.227796715521463,31.473001936949696,-1.2914476e-05,1330000,25.660667896270752,100,2.58940121683292,1.1550652980804443,24.35128092765808,-78.08473354132423,14.703883647918701,90.53912610829097,3406.5670120716095
-0.018467296,8.771543979644775,133,0.15243053436279297,7.9159321246701015,35.37446716640864,-1.2902182e-05,1340000,25.505963802337646,100,3.5416091184051,1.1452536582946777,24.207490921020508,-67.89867737428567,14.659830570220947,78.86550564053336,3432.1450839042664
-0.018559845,8.787168025970459,134,0.12801861763000488,11.050842978875405,29.549086108450513,-1.2892099e-05,1350000,25.528014659881592,100,6.0846500632785485,1.1277360916137695,24.27156162261963,-58.09441858598586,14.709404706954956,77.27801261650298,3457.742645740509
-0.018530415,8.787452220916748,135,0.12357687950134277,12.983869631880454,30.119466222565027,-1.2891975e-05,1360000,25.555051565170288,100,6.167484934480558,1.1678175926208496,24.262883186340332,-100.54002750318834,14.705558776855469,79.45289989298163,3483.3678574562073
-0.016575426,8.73349928855896,136,0.12910246849060059,18.646443004306178,30.842460427381212,-1.2881211e-05,1370000,25.536418676376343,100,10.109830829964967,1.1106929779052734,24.296013832092285,-76.75526098930227,14.793513536453247,92.77983012768692,3508.97762131691
-0.018829012,8.70381498336792,137,0.12810802459716797,14.698985228158381,29.900928029433317,-1.2871196e-05,1380000,25.4875066280365,100,8.181329917269123,1.1657321453094482,24.192923307418823,-63.211502467318475,14.733398675918579,90.22567164301988,3534.530736684799
-0.018588733,8.903916358947754,138,0.1323988437652588,9.062271414028777,30.978798097694693,-1.28402835e-05,1390000,25.79667043685913,100,4.464520883750855,1.1615550518035889,24.501875162124634,-55.339098960275614,14.821680307388306,119.1627670674035,3560.3989658355713
-0.016397072,8.796159505844116,139,0.13211894035339355,11.800716885674223,32.8669919005977,-1.2856475e-05,1400000,25.618717432022095,100,5.598527876518497,1.1608428955078125,24.324928045272827,-79.42746581685873,14.753693580627441,87.38708541661322,3586.0802488327026
-0.017439138,8.732721328735352,140,0.15842843055725098,15.614944591635696,34.6155233846162,-1.2825679e-05,1410000,25.535897731781006,100,7.635866112307935,1.1735446453094482,24.199119091033936,-58.27287024201736,14.692380905151367,120.09257144835105,3611.682594060898
-0.016661085,8.755817174911499,141,0.1268467903137207,17.891955625011168,28.354213752914955,-1.2828978e-05,1420000,25.48547863960266,100,9.137638619522175,1.1322999000549316,24.225298166275024,-70.94155790249373,14.703540086746216,87.2805354133154,3637.2402827739716
-0.017626269,8.745070934295654,142,0.12500309944152832,18.320056093360456,34.8639057844914,-1.2788782e-05,1430000,25.31230616569519,100,9.810710598529107,1.1530401706695557,24.033488273620605,-87.77835158907045,14.52799105644226,86.59784035683471,3662.6252195835114
-0.016050788,8.78321623802185,143,0.13197112083435059,13.34698107251249,34.490809137225014,-1.2809486e-05,1440000,25.486061334609985,100,6.395605786687827,1.1473686695098877,24.205967903137207,-74.92809868358911,14.641343593597412,104.04183921369558,3688.1767613887787
-0.02034702,8.76683235168457,144,0.14230036735534668,12.800221344591062,36.72725354319007,-1.2751922e-05,1450000,25.76289439201355,100,6.716298809564645,1.165823221206665,24.45405602455139,-67.909260466398,14.906418800354004,103.67056284360926,3714.012390613556
-0.018437156,8.752250909805298,145,0.12737154960632324,18.42162641923077,33.265105323691884,-1.2774724e-05,1460000,25.488203048706055,100,9.299463142919183,1.1664316654205322,24.193629503250122,-60.136910338768686,14.664419889450073,98.93901200654531,3739.5671331882477
