LossAfter,ItrTime,n_timesteps,train-MaxReturn,Itr,Time-Sampling,Time,LossBefore,train-EnvExecTime,Time-Optimization,train-AverageDiscountedReturn,train-NumTrajs,train-PolicyExecTime,train-MinReturn,train-StdReturn,Time-SampleProc,train-AverageReturn
-0.06894224,33.93032622337341,620000,108.44854387820658,61,32.22495627403259,1859.4368133544922,-0.044513613,10.726452589035034,1.5101847648620605,48.66853901631355,100,20.500433921813965,-30.458699934915497,15.326778623294887,0.19393181800842285,84.86013054885474
-0.027813502,34.14109659194946,630000,103.40665427307984,62,32.33631682395935,1893.6526873111725,0.011455371,10.807403564453125,1.6655471324920654,46.4498801895026,100,20.504624128341675,11.566725781439887,18.713172507766284,0.13789153099060059,81.37950782872262
-0.023627369,35.55506873130798,640000,106.54391402423236,63,33.69089937210083,1929.2863578796387,0.001772168,11.131980657577515,1.6979990005493164,47.922841774606916,100,21.4997136592865,5.548650214069274,14.657413397563623,0.16533279418945312,84.18656536539011
-0.09137339,35.12187314033508,650000,116.23353259899235,64,33.369776010513306,1964.4758923053741,0.0073494385,11.046250581741333,1.601022481918335,48.1462261987422,100,21.287060976028442,-26.58375222792032,17.90586552349213,0.14920783042907715,84.96937337154462
-0.0422854,34.70491433143616,660000,107.8876659514797,65,33.00742292404175,1999.2553391456604,-0.012513746,10.925802230834961,1.5522284507751465,47.29237594420836,100,21.075189352035522,-4.2828715151710615,18.992407944773532,0.14408349990844727,82.85498359042475
-0.053770375,34.06922268867493,670000,107.04693660413818,66,32.19974422454834,2033.4038243293762,-0.0015474121,10.763484716415405,1.6779334545135498,46.06953931586737,100,20.423221588134766,-4.681929211469916,20.496815998186705,0.19026637077331543,81.04325241423582
-0.06634155,35.17389488220215,680000,111.45550180347686,67,33.57843542098999,2068.6548895835876,-0.027108252,11.139194965362549,1.4109914302825928,48.03003041802906,100,21.37483549118042,-13.753164326333712,20.391355559091792,0.18329739570617676,83.68436810434093
-0.030841846,34.92522072792053,690000,104.99151796497362,68,33.03614950180054,2103.6640276908875,-0.016164063,10.960887908935547,1.6911227703094482,47.24806864396074,100,21.038936138153076,13.668148733438903,14.52761657691086,0.19680213928222656,83.02659325558534
-0.06709375,34.762157917022705,700000,110.93868898722955,69,32.830509185791016,2138.502063512802,0.007628906,10.970204591751099,1.753096103668213,49.73752031234143,100,20.83517837524414,13.68489345161873,11.836599908909644,0.17636752128601074,86.98350320189353
-0.07348174,34.56285214424133,710000,117.16973292472548,70,32.78421115875244,2173.1460394859314,-0.025170568,10.927604675292969,1.627540111541748,49.5078802921148,100,20.840986967086792,24.9279389620104,12.57373614813967,0.15034985542297363,86.48691692165882
-0.04131056,35.61802315711975,720000,110.45002500755324,71,33.885175943374634,2208.8342700004578,-0.0032406738,11.225488424301147,1.5727741718292236,49.14554396708641,100,21.61022186279297,5.144821161964636,15.675681735860762,0.1577892303466797,86.30435427677008
-0.045756616,34.972201347351074,730000,116.31888773178923,72,33.27398085594177,2243.8947427272797,0.0022208618,11.010085105895996,1.5601365566253662,48.317218176369636,100,21.241122722625732,-4.6257212789530975,16.93867884424992,0.13714003562927246,84.29125172572932
-0.03413071,34.14456605911255,740000,115.51118645108762,73,32.166051149368286,2278.1314985752106,0.0014488769,10.714205503463745,1.7643461227416992,47.19654648345295,100,20.448670387268066,-5.671541381680503,19.227862313001285,0.21159052848815918,83.0588287174225
-0.048271436,33.6072883605957,750000,116.57088508639985,74,31.962581634521484,2311.8084897994995,-0.015468433,10.763742685317993,1.4760146141052246,46.88105007749306,100,20.167442083358765,-8.496766695152074,22.881916210043215,0.16739416122436523,81.39798197135327
-0.11702573,34.391082525253296,760000,115.6405941201722,75,32.73223519325256,2346.2777099609375,-0.012277417,10.822659254074097,1.4783260822296143,47.338524072559814,100,20.900745391845703,26.28505952579053,15.772208055468449,0.17909669876098633,82.68862387235545
-0.059000317,34.55523085594177,770000,108.82452648696832,76,32.74952554702759,2380.9170005321503,0.009136353,10.793429613113403,1.6570942401885986,47.45553389131874,100,20.93207621574402,8.863198128980374,19.746888373618077,0.14745092391967773,82.90738009781413
-0.07284463,34.790921211242676,780000,107.5232691913477,77,32.982009172439575,2415.803836107254,-0.020263953,11.081602573394775,1.6108241081237793,48.225277584868785,100,20.886683225631714,17.465037996642927,14.256229279351222,0.19580078125,84.40260128366359
0.020073438,34.23234033584595,790000,108.07161657876317,78,32.36452102661133,2450.107530117035,0.012706152,10.679740905761719,1.661867380142212,48.133983456440525,100,20.659478425979614,-28.21633942593368,17.611427665443713,0.20433688163757324,83.74532316846498
-0.017154858,34.20196795463562,800000,108.55964682419987,79,32.4621524810791,2484.387717962265,0.0050497805,10.808456420898438,1.559889316558838,48.23700039381655,100,20.66753649711609,29.749035435461703,14.172788575438569,0.1774587631225586,84.39540675929962
-0.017381568,34.53712320327759,810000,122.38457568691368,80,32.82030892372131,2518.9961590766907,0.0025907836,10.86214828491211,1.5482115745544434,47.15673577165229,100,20.926528215408325,-14.061224798528809,20.008189009305344,0.16773343086242676,82.40953653496486
-0.010450806,34.07409358024597,820000,108.03653330500245,81,32.42249274253845,2553.138778924942,0.002343164,10.738226175308228,1.5048141479492188,47.14829268923094,100,20.683086156845093,4.152253744343155,17.92091901452846,0.14589953422546387,82.83661598193086
0.02024878,37.1125226020813,830000,114.31978457319235,82,35.067936182022095,2590.3236174583435,0.023800086,11.379571437835693,1.8607902526855469,47.99749642685531,100,22.559865474700928,14.94735791208465,12.89941102940437,0.18292760848999023,84.5677585502299
-0.0362564,39.96226453781128,840000,111.28700565345771,83,37.981505393981934,2630.371337890625,-0.03153566,12.217857599258423,1.8248791694641113,49.113100900099155,100,24.559918880462646,16.436667445919507,12.83272695697216,0.15432238578796387,85.74065754804286
-0.035142276,42.340688705444336,850000,114.58172143358762,84,40.31011414527893,2672.820471048355,-0.012647973,12.854703426361084,1.8541474342346191,47.84196770462469,100,26.214488744735718,12.073592075725148,17.331533729934485,0.17416858673095703,83.78301815939145
-0.012295264,41.12615633010864,860000,122.07905897585857,85,38.94532561302185,2714.041079044342,-0.0017411865,12.458218812942505,1.937727451324463,48.08261677576803,100,25.26956057548523,14.417368087229887,16.068031761760917,0.24154257774353027,84.23229429685662
-0.036002442,35.944472312927246,870000,106.51639090088678,86,34.196877241134644,2750.0814321041107,0.013718579,11.26376461982727,1.601464033126831,47.949184137988304,100,21.859771728515625,41.9127680272957,12.553269482279793,0.1438431739807129,84.24335991281
-0.017354907,35.09908390045166,880000,105.37427772461133,87,33.16186022758484,2785.2523984909058,-0.003436737,10.931248188018799,1.7692193984985352,48.848396645083064,100,21.209377765655518,7.334346815491909,14.420650349186811,0.16579818725585938,85.35988655987798
-0.02747412,34.72065758705139,890000,109.7400013146042,88,32.99390006065369,2820.046309709549,0.008455102,11.01040267944336,1.5674774646759033,48.45298594959026,100,20.98149013519287,25.078505785383534,14.855594526094748,0.15860843658447266,85.82114385971512
-0.06224238,34.59375,900000,96.63648001274176,89,32.62813854217529,2854.710606575012,-0.043304786,10.809073448181152,1.8334600925445557,34.723025616478616,100,20.80562138557434,-15.009878419102156,19.932669465375632,0.13009428977966309,63.4703105341955
-0.17051782,31.461729049682617,910000,109.51381452606267,90,29.818915605545044,2886.2650809288025,-0.038900975,10.115694999694824,1.48994779586792,36.92625041830451,100,18.78439998626709,8.228261595893573,19.681563670560468,0.1521296501159668,67.02237471550785
-0.115146436,34.295604944229126,920000,108.99557719456907,91,32.45756006240845,2920.6428213119507,-0.009241025,10.81953501701355,1.6504745483398438,47.651137795416645,100,20.623281002044678,-23.365219168566487,18.510682280225588,0.18545866012573242,83.79576794811209
-0.012751587,36.6980504989624,930000,114.21660779796647,92,35.06097960472107,2957.4171669483185,0.015451269,11.468239545822144,1.507385015487671,48.4973900294531,100,22.481623649597168,1.3674103968210758,14.908777529756147,0.12783050537109375,84.67907764040879
0.048338197,33.63051104545593,940000,111.2764596783413,93,31.765690565109253,2991.1169199943542,0.042020597,10.615294933319092,1.6978907585144043,48.90885976890443,100,20.18249535560608,16.56379372433127,14.454577365852751,0.16467809677124023,85.19535448785402
-0.020199634,34.07315969467163,950000,116.21402658637848,94,32.336416721343994,3025.272266626358,-0.0037335937,10.811243534088135,1.6086268424987793,47.33965474561659,100,20.510459899902344,-5.36952645928797,17.173948103413693,0.12732601165771484,83.20666749077088
-0.04678098,34.478914976119995,960000,107.70293502399949,95,32.55558705329895,3059.8348898887634,-0.025805457,10.784577131271362,1.7308976650238037,47.83390891500412,100,20.78039050102234,3.318837709518043,14.38675685510826,0.189683198928833,83.30226486930256
-0.017050976,33.253575801849365,970000,107.5250804234787,96,31.702478170394897,3093.1664204597473,-0.010258728,10.631989479064941,1.4230680465698242,47.31646881062173,100,20.09440279006958,33.433214515701295,15.118515245388426,0.1270139217376709,82.93432654819485
-0.037768457,36.13564467430115,980000,108.69145409198532,97,34.41599655151367,3129.3709738254547,-0.011439307,11.331215381622314,1.532421588897705,47.43597858960474,100,22.032575607299805,0.9264264074716618,14.168900035887559,0.18563079833984375,83.58173552347887
-0.011532275,33.480756759643555,990000,108.69999386495664,98,31.780481576919556,3162.935389995575,0.006726172,10.633385419845581,1.5471270084381104,50.57784905430336,100,20.176573514938354,6.263262985066803,13.945552252452135,0.15180563926696777,87.83424007152462
-0.07409618,33.09073996543884,1000000,109.06722278659461,99,31.272016048431396,3196.1132957935333,-0.01519776,10.520945072174072,1.627577304840088,48.11637712692288,100,19.735847234725952,-0.3631780062352432,14.435735060600077,0.19036054611206055,84.32823588494614
-0.049340233,33.8904914855957,1010000,110.78318075239734,100,32.05554389953613,3230.084662437439,-0.028237598,10.756184816360474,1.6792724132537842,47.99551031568476,100,20.307619333267212,-34.89235170368468,19.233976450952145,0.15475678443908691,83.96252756070197
-0.0070797973,34.33015727996826,1020000,109.30477752850037,101,32.76497220993042,3264.4904704093933,0.015091211,10.829800844192505,1.417072057723999,48.7337476317975,100,20.927615880966187,0.7946511118601831,18.07159404569089,0.1470189094543457,85.21233932637524
-0.025376245,34.09562659263611,1030000,113.91521966796887,102,32.38685441017151,3298.6590740680695,0.013267969,10.869072437286377,1.5619871616363525,49.92378654876889,100,20.46569848060608,26.35676700633319,10.951640709945831,0.14600062370300293,86.91664399415725
-0.03133009,34.687830686569214,1040000,111.8430611252334,103,32.73570966720581,3333.414486646652,-0.01470426,10.861765384674072,1.7607982158660889,47.694127812190445,100,20.834738731384277,-3.718928595863046,18.448294029346386,0.1899704933166504,83.21032281972624
-0.03943197,33.824604511260986,1050000,106.51909526302133,104,31.97890043258667,3367.3074295520782,0.0031483276,10.681302309036255,1.6767661571502686,46.47979994515585,100,20.296706676483154,-14.154273726716653,21.57344516101428,0.16811394691467285,80.82087046484575
0.0064130127,34.90370512008667,1060000,110.14476665965705,105,33.329455614089966,3402.3019506931305,0.020108862,11.057310342788696,1.4495625495910645,48.36882504056664,100,21.225791215896606,14.210508366029021,15.28296975506417,0.12361454963684082,84.78951460237114
-0.042937916,32.13289666175842,1070000,116.80058804162093,106,30.513245820999146,3434.5081458091736,0.023376074,10.275121212005615,1.4736061096191406,47.92714890277779,100,19.271687507629395,-23.53253969067708,16.977415036940272,0.14418411254882812,83.5551566924568
-0.031855885,33.39640283584595,1080000,109.27484842483781,107,31.655835151672363,3467.9794540405273,-0.02127157,10.599309921264648,1.6096742153167725,47.98119135193722,100,20.05908751487732,7.005785909339924,14.918291382305735,0.1300961971282959,84.15881470673817
