LossBefore,Time-SampleProc,train-AverageReturn,train-EnvExecTime,n_timesteps,Time,train-MaxReturn,train-StdReturn,train-NumTrajs,LossAfter,train-PolicyExecTime,Time-Sampling,ItrTime,train-MinReturn,Time-Optimization,Itr,train-AverageDiscountedReturn
-1.2303439e-05,0.05244588851928711,88.41264424552844,2.708564281463623,890000,762.5523316860199,175.2809566349913,38.725479403726254,100,-0.0069171498,5.270993232727051,8.23518443107605,8.766837358474731,-12.592487451930587,0.47890400886535645,88,49.10976365348857
-1.2294168e-05,0.05624127388000488,94.1590621909208,3.49537992477417,900000,773.6941442489624,176.8648600960517,37.78094405328248,100,-0.013185091,6.781790494918823,10.582894325256348,11.114026069641113,-0.37999558076326256,0.47456836700439453,89,52.34871960440063
-1.2279382e-05,0.05065512657165527,89.40976621978788,2.5375003814697266,910000,781.7652192115784,164.6131970218802,37.58915246268834,100,-0.010541421,4.821969509124756,7.5942511558532715,8.044269800186157,2.8489906698656435,0.39876604080200195,90,49.994034916159166
-1.2249745e-05,0.14022040367126465,93.45146794983455,2.093517541885376,920000,788.8455407619476,167.83026738613222,35.23541051033277,100,-0.013086259,4.1704277992248535,6.469462871551514,7.0644567012786865,-19.524508414834205,0.4542698860168457,91,52.157440273275704
-1.2223848e-05,0.03804588317871094,92.29782974953237,2.1018543243408203,930000,795.4933428764343,181.4806844301188,38.22276607209823,100,-0.013174001,3.9433016777038574,6.236659288406372,6.630310535430908,-7.785740915187089,0.3551623821258545,92,52.06968454795155
-1.21939265e-05,0.08929777145385742,88.81331306554776,2.09828519821167,940000,802.5058662891388,161.694751100267,39.49893481060117,100,-0.014109956,3.9843785762786865,6.27662205696106,6.995389699935913,-5.811032181434949,0.6222305297851562,93,50.17074161611126
-1.2165846e-05,0.055260658264160156,95.871512963127,3.031744956970215,950000,812.1969809532166,179.5412208002676,36.55280703263171,100,-0.013414304,5.82649827003479,9.128313779830933,9.672554731369019,-1.5470143640667382,0.48867082595825195,94,54.32299034864654
-1.2114404e-05,0.06327700614929199,94.07453314644238,3.126915454864502,960000,822.0501976013184,208.6269400165146,38.309427245365434,100,-0.01051115,5.840137481689453,9.249210357666016,9.826358556747437,3.6570065953986615,0.5134139060974121,95,53.01621731295377
-1.2104561e-05,0.03735232353210449,96.64116385030617,2.7488369941711426,970000,830.6302933692932,181.23675214896974,34.58710083258812,100,-0.014759253,5.168909549713135,8.166112422943115,8.552806615829468,15.147534517833204,0.349048376083374,96,54.521748014364555
-1.2071827e-05,0.040467262268066406,99.69124743901914,2.0878353118896484,980000,837.3532428741455,184.17556962269472,36.165258375412115,100,-0.012457135,4.0205299854278564,6.308298349380493,6.704915523529053,16.48070437123906,0.3558638095855713,97,56.18547073598618
-1.2057763e-05,0.04763317108154297,98.73531591539272,2.1180593967437744,990000,844.4172523021698,194.46058276273249,41.28151526599227,100,-0.013261161,4.1193671226501465,6.43717098236084,7.041305065155029,-6.245743494003316,0.5558302402496338,98,55.11929590665043
-1.2058294e-05,0.04550361633300781,95.69798681609835,2.278691530227661,1000000,851.9838407039642,177.48843169942614,34.218199965141984,100,-0.014694742,4.600154399871826,7.096188306808472,7.540504217147827,8.385231318225877,0.398578405380249,99,53.221325138258855
-1.2014476e-05,0.09312129020690918,100.38854702029806,2.8925774097442627,1010000,861.30402302742,206.5172322208603,39.483754924170285,100,-0.012570462,5.565166234970093,8.736362934112549,9.300965309143066,-19.719820429989166,0.4592423439025879,100,56.75852468848617
-1.2013076e-05,0.10224509239196777,101.04611171104015,3.068629264831543,1020000,870.9094288349152,175.00855615265147,36.730559811613986,100,-0.012870986,5.645845890045166,8.991396427154541,9.578516483306885,-8.282530337650467,0.48349428176879883,101,56.49237949736282
-1.1981581e-05,0.06295537948608398,103.05915636799024,2.4029674530029297,1030000,878.5608155727386,250.63260562855785,40.89082696260674,100,-0.0144194355,4.510087966918945,7.132849931716919,7.621235132217407,-20.63660498686137,0.42520642280578613,102,57.953795049122824
-1.19683245e-05,0.0368499755859375,108.74840834804343,2.1927900314331055,1040000,885.797125339508,177.78254775038155,33.07411279530554,100,-0.010723921,4.416752338409424,6.8170294761657715,7.218513488769531,-1.5545232430323597,0.3644070625305176,103,61.738208007363006
-1.1906599e-05,0.06471848487854004,107.6320172348614,2.3072052001953125,1050000,893.560613155365,171.07312391325166,31.359337834779385,100,-0.010316011,4.8034913539886475,7.326398134231567,7.7457404136657715,11.466595619461115,0.3543829917907715,104,60.591452558836025
-1.1902623e-05,0.039296865463256836,114.08338228187027,2.3555045127868652,1060000,901.1820936203003,197.42927759291726,34.130066379941326,100,-0.010983241,4.608685731887817,7.187697649002075,7.603947877883911,18.70880667635449,0.37668466567993164,105,64.36062381705538
-1.18575235e-05,0.055364370346069336,114.7777241643842,2.866363525390625,1070000,910.1025524139404,192.4485872401018,35.541206283076114,100,-0.0076542,5.230242967605591,8.349903106689453,8.901355743408203,-16.58119110307875,0.4957706928253174,106,65.40249540517178
-1.1834931e-05,0.042809247970581055,110.34484233588493,3.0749564170837402,1080000,919.8225219249725,184.65713022020364,34.93925519892631,100,-0.009679019,5.9362428188323975,9.295269966125488,9.6945059299469,-8.382922987873204,0.35608363151550293,107,61.747189541218056
