Iteration	TimestepsThisBatch	Time	PoolSize	MaxEpReturn	Episodes	TimestepsSoFar	LastEpReturn
361	1000	2642.6440925598145	363000	2352.881689098979	363	363000	-579.5746494506985
362	1000	2648.716772556305	364000	2352.881689098979	364	364000	-591.7072092312586
363	1000	2654.84885597229	365000	2352.881689098979	365	365000	-589.4672909942116
364	1000	2661.081493139267	366000	2352.881689098979	366	366000	-589.5217406045792
365	1000	2667.46941947937	367000	2352.881689098979	367	367000	-592.6494360440079
366	1000	2674.597893714905	368000	2352.881689098979	368	368000	-586.2270021494446
367	1000	2682.3918857574463	369000	2352.881689098979	369	369000	-590.6708829587446
368	1000	2691.199751853943	370000	2352.881689098979	370	370000	-592.8286037649478
369	1000	2699.8354272842407	371000	2352.881689098979	371	371000	-590.735276882744
370	1000	2708.4779522418976	372000	2352.881689098979	372	372000	-591.8583646537159
371	1000	2717.1678941249847	373000	2352.881689098979	373	373000	-590.0454421799433
372	1000	2723.5728917121887	374000	2352.881689098979	374	374000	-589.5218876743505
373	1000	2729.6718785762787	375000	2352.881689098979	375	375000	-590.9175447607201
374	1000	2736.066355228424	376000	2352.881689098979	376	376000	-591.9711747642189
375	1000	2742.530797958374	377000	2352.881689098979	377	377000	-593.4396950000329
376	1000	2749.4666805267334	378000	2352.881689098979	378	378000	-590.2679679132398
377	1000	2756.819466114044	379000	2352.881689098979	379	379000	-587.7130067852449
378	1000	2764.988960504532	380000	2352.881689098979	380	380000	-590.9813773025163
379	1000	2773.766576766968	381000	2352.881689098979	381	381000	-591.519437480095
380	1000	2782.689085960388	382000	2352.881689098979	382	382000	-591.901581687528
381	1000	2791.4534192085266	383000	2352.881689098979	383	383000	-588.1831704437193
382	1000	2797.698447227478	384000	2352.881689098979	384	384000	-588.2561502987843
383	1000	2803.7554235458374	385000	2352.881689098979	385	385000	-592.8105963253026
384	1000	2810.0276906490326	386000	2352.881689098979	386	386000	-589.9689026193677
385	1000	2816.3540737628937	387000	2352.881689098979	387	387000	-588.8656660293492
386	1000	2823.520102262497	388000	2352.881689098979	388	388000	-590.9128484230919
387	1000	2831.3586807250977	389000	2352.881689098979	389	389000	-576.9909884721511
388	1000	2840.099997282028	390000	2352.881689098979	390	390000	-593.0416088655016
389	1000	2848.82923913002	391000	2352.881689098979	391	391000	-594.8550408706775
390	1000	2857.5321028232574	392000	2352.881689098979	392	392000	-589.2112098888123
391	1000	2866.1293725967407	393000	2352.881689098979	393	393000	-590.3823137810899
392	1000	2874.1250624656677	394000	2352.881689098979	394	394000	-594.0787631957913
393	1000	2880.267872571945	395000	2352.881689098979	395	395000	-496.31779813600144
394	1000	2886.4191946983337	396000	2352.881689098979	396	396000	-586.6384540744903
395	1000	2892.6670937538147	397000	2352.881689098979	397	397000	-577.1657655291256
396	1000	2899.265631198883	398000	2352.881689098979	398	398000	-579.4608742228542
397	1000	2906.621926546097	399000	2352.881689098979	399	399000	-579.6973267887755
398	1000	2915.007753610611	400000	2352.881689098979	400	400000	-587.0703397995584
399	1000	2922.7393448352814	401000	2352.881689098979	401	401000	-575.3351291325702
400	1000	2929.050266981125	402000	2352.881689098979	402	402000	-596.1892229608302
401	1000	2935.371836423874	403000	2352.881689098979	403	403000	-587.8577748223474
402	1000	2941.7533004283905	404000	2352.881689098979	404	404000	-596.9180717013035
403	1000	2948.6239669322968	405000	2352.881689098979	405	405000	-591.2089617032647
404	1000	2955.72216463089	406000	2352.881689098979	406	406000	-568.8957041509587
405	1000	2963.928985118866	407000	2352.881689098979	407	407000	-569.2628110347404
406	1000	2972.8511888980865	408000	2352.881689098979	408	408000	-595.7371537401187
407	1000	2981.4064190387726	409000	2352.881689098979	409	409000	-599.3122797683757
408	1000	2989.9178302288055	410000	2352.881689098979	410	410000	-604.8170722816643
409	1000	2998.372797727585	411000	2352.881689098979	411	411000	-598.2607514977122
410	1000	3004.4845929145813	412000	2352.881689098979	412	412000	-589.8288374932011
411	1000	3010.674051761627	413000	2352.881689098979	413	413000	-592.490456467527
412	1000	3017.063811302185	414000	2352.881689098979	414	414000	-629.9012873781993
413	1000	3023.738844394684	415000	2352.881689098979	415	415000	-610.547505843496
414	1000	3031.106147289276	416000	2352.881689098979	416	416000	-615.1190611409116
415	1000	3039.101359605789	417000	2352.881689098979	417	417000	-644.4233007745532
416	1000	3047.984567642212	418000	2352.881689098979	418	418000	-630.3447030019425
417	1000	3056.6037364006042	419000	2352.881689098979	419	419000	-620.353678198953
418	1000	3065.338076353073	420000	2352.881689098979	420	420000	-613.1905851457892
419	1000	3073.4275925159454	421000	2352.881689098979	421	421000	-626.4822082945933
420	1000	3079.4688880443573	422000	2352.881689098979	422	422000	-613.8738662362441
421	1000	3085.820875644684	423000	2352.881689098979	423	423000	-604.3619657042635
422	1000	3092.263771057129	424000	2352.881689098979	424	424000	-631.4728752586356
423	1000	3098.753736257553	425000	2352.881689098979	425	425000	-624.4412126962818
424	1000	3105.846791744232	426000	2352.881689098979	426	426000	-619.5541564901417
425	1000	3113.882243156433	427000	2352.881689098979	427	427000	-639.0376005536044
426	1000	3122.73148560524	428000	2352.881689098979	428	428000	-634.0070421145042
427	1000	3131.411240339279	429000	2352.881689098979	429	429000	-602.0679732939806
428	1000	3139.900496006012	430000	2352.881689098979	430	430000	-619.8258558097003
429	1000	3148.5919539928436	431000	2352.881689098979	431	431000	-639.1804514723743
430	1000	3154.6478559970856	432000	2352.881689098979	432	432000	-666.0083565106515
431	1000	3161.0264699459076	433000	2352.881689098979	433	433000	-669.0041685594651
432	1000	3167.2912855148315	434000	2352.881689098979	434	434000	-521.670503390735
433	1000	3173.695353746414	435000	2352.881689098979	435	435000	-523.1843963970409
434	1000	3180.7707681655884	436000	2352.881689098979	436	436000	-461.2990150316
435	1000	3188.591956138611	437000	2352.881689098979	437	437000	-459.72118700125094
436	1000	3197.3002779483795	438000	2352.881689098979	438	438000	-463.81006589165713
437	1000	3206.0569202899933	439000	2352.881689098979	439	439000	-492.07660982567756
438	1000	3214.529506921768	440000	2352.881689098979	440	440000	-562.182929013244
439	1000	3223.177344083786	441000	2352.881689098979	441	441000	-629.7515836511309
440	1000	3231.7882957458496	442000	2352.881689098979	442	442000	-585.2082383906801
441	1000	3240.2380714416504	443000	2352.881689098979	443	443000	-596.969667376819
442	1000	3247.6390810012817	444000	2352.881689098979	444	444000	-575.2053799838503
443	1000	3253.734415769577	445000	2352.881689098979	445	445000	-561.9466705430401
444	1000	3259.852199792862	446000	2352.881689098979	446	446000	-534.1256456481165
445	1000	3266.137537240982	447000	2352.881689098979	447	447000	-436.94979712916887
446	1000	3272.879128932953	448000	2352.881689098979	448	448000	-544.3453255569133
447	1000	3280.0853140354156	449000	2352.881689098979	449	449000	-542.3142834087065
448	1000	3288.4122190475464	450000	2352.881689098979	450	450000	-626.2648265253893
449	1000	3297.156277179718	451000	2352.881689098979	451	451000	-555.7433095761246
450	1000	3305.6683053970337	452000	2352.881689098979	452	452000	-594.7467860639807
451	1000	3312.5691211223602	453000	2352.881689098979	453	453000	-638.0227188314673
452	1000	3318.770946264267	454000	2352.881689098979	454	454000	-602.1346567578786
453	1000	3325.2902047634125	455000	2352.881689098979	455	455000	-606.0273506698168
454	1000	3331.544371366501	456000	2352.881689098979	456	456000	-603.6401746510713
455	1000	3338.6501808166504	457000	2352.881689098979	457	457000	-592.7133447183268
456	1000	3346.1083822250366	458000	2352.881689098979	458	458000	-590.5261003718639
457	1000	3354.8628301620483	459000	2352.881689098979	459	459000	-604.2980824411087
458	1000	3363.609747171402	460000	2352.881689098979	460	460000	-594.8047560186801
459	1000	3372.404774904251	461000	2352.881689098979	461	461000	-592.8891618953708
460	1000	3381.2536957263947	462000	2352.881689098979	462	462000	-597.8584246659873
461	1000	3387.3218734264374	463000	2352.881689098979	463	463000	-596.4384442384177
462	1000	3393.541466474533	464000	2352.881689098979	464	464000	-596.9347032114423
463	1000	3399.800092458725	465000	2352.881689098979	465	465000	-592.4414266418942
464	1000	3406.2513320446014	466000	2352.881689098979	466	466000	-594.7237822072063
465	1000	3413.2641298770905	467000	2352.881689098979	467	467000	-599.2708523082595
466	1000	3421.130849838257	468000	2352.881689098979	468	468000	-609.6456961163512
467	1000	3429.9373195171356	469000	2352.881689098979	469	469000	-596.4305829654618
468	1000	3438.5256593227386	470000	2352.881689098979	470	470000	-607.0964389917884
469	1000	3447.1650371551514	471000	2352.881689098979	471	471000	-606.653716444912
470	1000	3454.8772583007812	472000	2352.881689098979	472	472000	-610.6988126774539
471	1000	3460.926792860031	473000	2352.881689098979	473	473000	-612.8277482918191
472	1000	3467.279551267624	474000	2352.881689098979	474	474000	-612.9019588916606
473	1000	3473.4423036575317	475000	2352.881689098979	475	475000	-611.5329561226526
474	1000	3480.2510187625885	476000	2352.881689098979	476	476000	-593.871657739962
475	1000	3487.419216156006	477000	2352.881689098979	477	477000	-594.9486686569833
476	1000	3495.475035905838	478000	2352.881689098979	478	478000	-597.0078828261486
477	1000	3504.3228125572205	479000	2352.881689098979	479	479000	-594.7212891319037
478	1000	3512.894488811493	480000	2352.881689098979	480	480000	-594.9508588686036
479	1000	3521.5827023983	481000	2352.881689098979	481	481000	-592.464174835573
480	1000	3530.1370255947113	482000	2352.881689098979	482	482000	-596.728313059237
481	1000	3537.078292131424	483000	2352.881689098979	483	483000	-594.1714457288879
482	1000	3543.1700010299683	484000	2352.881689098979	484	484000	-591.5706706141507
483	1000	3549.409036397934	485000	2352.881689098979	485	485000	-596.7154149966874
484	1000	3555.5565373897552	486000	2352.881689098979	486	486000	-595.3052084601868
485	1000	3562.608613729477	487000	2352.881689098979	487	487000	-595.3060782921476
486	1000	3570.1460967063904	488000	2352.881689098979	488	488000	-596.986106495889
487	1000	3579.166617155075	489000	2352.881689098979	489	489000	-593.5253294814953
488	1000	3587.8533821105957	490000	2352.881689098979	490	490000	-591.9610016372977
489	1000	3596.4510095119476	491000	2352.881689098979	491	491000	-599.5539252464836
490	1000	3602.841094493866	492000	2352.881689098979	492	492000	-594.2236845323356
491	1000	3608.918085336685	493000	2352.881689098979	493	493000	-593.8147200467596
492	1000	3615.2345163822174	494000	2352.881689098979	494	494000	-597.1715896830812
493	1000	3621.5812516212463	495000	2352.881689098979	495	495000	-596.157685682799
494	1000	3628.813063621521	496000	2352.881689098979	496	496000	-597.7238847770262
495	1000	3636.729679584503	497000	2352.881689098979	497	497000	-584.8608227874142
496	1000	3645.529426574707	498000	2352.881689098979	498	498000	-598.7771983251112
497	1000	3654.146570920944	499000	2352.881689098979	499	499000	-596.2804669281077
498	1000	3662.231367588043	500000	2352.881689098979	500	500000	-600.3487312105442
499	1000	3667.8111369609833	501000	2352.881689098979	501	501000	-607.2493608861002
