LossAfter,train-EnvExecTime,train-AverageDiscountedReturn,train-AverageReturn,train-StdReturn,train-MaxReturn,train-PolicyExecTime,Time-Sampling,n_timesteps,Time,Time-SampleProc,train-NumTrajs,Itr,LossBefore,ItrTime,train-MinReturn,Time-Optimization
-0.0030296394,2.625351905822754,125.73233508984126,222.1954612496806,11.504752185094208,239.41598300875864,3.586714744567871,6.400233268737793,220000,151.630446434021,0.04064679145812988,100,21,-1.3650779e-05,6.814931869506836,167.8253205903363,0.37378883361816406
-0.00393746,2.525315523147583,127.4880605649616,225.82976049499183,10.262896838214392,245.45119839574414,3.4516870975494385,6.158145189285278,230000,158.22536849975586,0.08008480072021484,100,22,-1.3594116e-05,6.581708192825317,176.75268899498786,0.34323787689208984
-0.005546152,2.565643787384033,127.6670559136367,226.5728447750988,8.204295007812519,240.92900280923843,3.458336114883423,6.205991268157959,240000,164.8411567211151,0.08438253402709961,100,23,-1.3528303e-05,6.603797435760498,198.31693860165663,0.30982446670532227
-0.0042616846,2.58939790725708,129.21043108544788,230.16674115351114,8.084146374405508,244.10115884018327,3.5169763565063477,6.292279958724976,250000,171.53042888641357,0.07078695297241211,100,24,-1.347292e-05,6.6789140701293945,207.77289576585696,0.3043370246887207
-0.0038287442,2.5726418495178223,129.3535202866741,231.20892453552796,6.872517287492184,243.6103810932756,3.5714025497436523,6.330044269561768,260000,178.20727562904358,0.05657076835632324,100,25,-1.3416182e-05,6.666760206222534,205.0078166833482,0.2798125743865967
-0.003598327,2.557358503341675,129.66668093961567,232.56500192752736,5.770363527384704,242.63833604473706,3.5332791805267334,6.274608850479126,270000,184.81933522224426,0.039038896560668945,100,26,-1.3337837e-05,6.602058410644531,215.737677097223,0.2879350185394287
-0.001962327,2.7659664154052734,130.26656097730265,233.2443413999514,6.268885112018475,245.71748435537492,3.8106961250305176,6.772835969924927,280000,191.88015294075012,0.0442805290222168,100,27,-1.3282416e-05,7.050413608551025,215.25427560616018,0.23304486274719238
0.0021060002,2.6663899421691895,130.16214012226234,232.97768457602731,9.052082604465086,243.21092003738258,3.732989549636841,6.592411279678345,290000,198.78890943527222,0.04956865310668945,100,28,-1.3216924e-05,6.896949529647827,176.0782217636507,0.254772424697876
-0.0012961761,2.641918659210205,130.92377982259407,233.99943818378492,5.702563832167369,246.74108791367829,3.649172306060791,6.478684902191162,300000,205.57869815826416,0.08481216430664062,100,29,-1.3172246e-05,6.778090953826904,215.36322475895645,0.21429014205932617
-0.0024865922,2.6880548000335693,130.4509340193016,232.4259042538581,7.760465837179414,246.59170730354904,3.6962051391601562,6.5766825675964355,310000,212.45442152023315,0.05547499656677246,100,30,-1.3110142e-05,6.863760471343994,192.58309523243312,0.2311568260192871
-0.0033612389,2.5403621196746826,130.8109465982798,233.96241334115595,7.384348709098469,246.08093891680008,3.5375683307647705,6.262372016906738,320000,218.99344754219055,0.0426630973815918,100,31,-1.3044294e-05,6.52837061882019,206.29859475159628,0.22306489944458008
-0.004786862,2.763397216796875,131.52099544625847,234.25051047101508,7.950534570068618,248.75476928601515,3.875915765762329,6.8362181186676025,330000,226.15061688423157,0.0840151309967041,100,32,-1.2977313e-05,7.145958423614502,196.15621516881035,0.21722149848937988
-0.0046445583,2.7935309410095215,130.31875144950712,231.98548993699777,9.293663769559407,246.81890488463384,3.9292192459106445,6.926135778427124,340000,233.3957667350769,0.08623909950256348,100,33,-1.2904694e-05,7.234045505523682,195.14059020935943,0.22137975692749023
-0.0037533618,2.725595235824585,130.98715793679565,233.58363723077764,10.935682301736588,247.50886284963147,3.778155565261841,6.699514389038086,350000,240.3789143562317,0.043369293212890625,100,34,-1.2847286e-05,6.972570419311523,169.633426505777,0.2294614315032959
-0.0033056384,2.6652276515960693,131.30888960728515,233.41464518908361,8.391514068765613,243.8129775753859,3.6535816192626953,6.515622854232788,360000,247.17391324043274,0.04880499839782715,100,35,-1.2795522e-05,6.785041332244873,201.93632871983428,0.22031450271606445
-0.005832183,2.6226413249969482,131.63139699514616,233.46352544104732,7.964889722479216,245.17532398447239,3.6259636878967285,6.437209367752075,370000,253.88483548164368,0.050145626068115234,100,36,-1.27514695e-05,6.700192451477051,195.8416387231265,0.21256422996520996
-0.0031952036,2.652667999267578,132.50842738180214,235.26110839510022,6.835570671010057,245.69161631208297,3.681082248687744,6.525571584701538,380000,260.6877634525299,0.0360565185546875,100,37,-1.2698269e-05,6.792191982269287,205.78438068489265,0.23027324676513672
-0.0053299395,2.5749642848968506,131.54303230113695,233.48657610534437,9.466298809950851,244.49024115426445,3.599761486053467,6.360173225402832,390000,267.33271384239197,0.04489302635192871,100,38,-1.2648581e-05,6.636060953140259,172.8873213028294,0.23072433471679688
-0.0040400308,2.77001953125,132.44993393162233,235.5403936782478,8.735168512377472,247.87575303421517,3.8561394214630127,6.823338508605957,400000,274.4249036312103,0.047469377517700195,100,39,-1.2567791e-05,7.0801849365234375,184.43123112763067,0.2090754508972168
-0.0036634745,2.6779825687408447,132.64508120996803,235.26180763423665,7.322988569131527,249.3401768026863,3.751330852508545,6.622694253921509,410000,281.32806396484375,0.04461359977722168,100,40,-1.2496824e-05,6.892863750457764,215.1777080931045,0.22527408599853516
-0.0038208785,2.5894784927368164,133.43112530239873,237.60302468468973,5.993170001260271,248.18540671194037,3.640554666519165,6.414614915847778,420000,288.1773271560669,0.03766822814941406,100,41,-1.2439984e-05,6.82041597366333,213.14759484995008,0.36780810356140137
0.00071685296,2.7324821949005127,133.5584121330857,238.40400231552337,8.343296919662102,248.78385758180494,3.892941474914551,6.823737382888794,430000,295.47530221939087,0.12070059776306152,100,42,-1.2367688e-05,7.281651258468628,174.17515834533467,0.3366062641143799
-0.0038043344,3.2706384658813477,134.28292581298663,240.18709495629983,6.493733666354915,249.60371532614568,5.1525444984436035,8.669599056243896,440000,304.4591717720032,0.05052757263183594,100,43,-1.2287151e-05,8.96932864189148,209.68954366353574,0.24875783920288086
-0.00036003382,2.994863986968994,134.50430177168656,240.34342855589085,5.170516906448904,249.9784622658907,4.441151857376099,7.658441781997681,450000,312.4987835884094,0.11163926124572754,100,44,-1.2235406e-05,8.028817892074585,226.2081374909827,0.2583954334259033
-0.0028122342,3.1806857585906982,134.624182150429,240.67294032293375,5.824709263437923,262.00661245537594,5.016425132751465,8.44460678100586,460000,321.30312871932983,0.05273604393005371,100,45,-1.2161951e-05,8.792332649230957,221.8267922179001,0.294614315032959
-0.002232873,3.0235342979431152,134.31468807755243,240.15734594471667,9.531779315708134,262.44510502859464,4.342650413513184,7.585241317749023,470000,329.191260099411,0.049654245376586914,100,46,-1.21256e-05,7.875697135925293,171.06075742967676,0.24051594734191895
-0.0058718184,3.0145585536956787,128.66218699046803,229.93964311048694,35.72568486086495,264.47378264115406,4.302202224731445,7.532324314117432,480000,337.0121536254883,0.040976762771606445,100,47,-1.2094439e-05,7.8089680671691895,1.1304808212323783,0.23544836044311523
-2.5569716e-07,2.6991071701049805,132.61273688164883,236.35246531158282,9.343875849596765,251.2059466206208,3.7974236011505127,6.6922338008880615,490000,343.98645782470703,0.04282236099243164,100,48,-1.2048487e-05,6.964148283004761,195.95473194223223,0.2288055419921875
-0.0050440594,2.8354594707489014,133.9761168231842,238.50590763239995,8.443684195384458,254.27113683791583,4.0289306640625,7.076956033706665,500000,351.41488242149353,0.06483125686645508,100,49,-1.2017935e-05,7.418134689331055,191.39210437784016,0.27582359313964844
-0.0012523287,2.9747743606567383,134.3892063272551,239.48052033038843,5.025423221036649,250.09326449833748,4.2121477127075195,7.399300575256348,510000,359.13481426239014,0.08309149742126465,100,50,-1.1974138e-05,7.705747127532959,218.90057942012558,0.21853375434875488
-0.0041213282,3.0850632190704346,134.59604382328587,240.26861685415267,4.807996731336025,248.68478492760198,4.581933975219727,7.892884016036987,520000,367.34769463539124,0.07417511940002441,100,51,-1.1939802e-05,8.201426029205322,225.29562912046137,0.23410463333129883
-0.0028063583,2.722111225128174,134.3517438871143,240.02440195481051,7.027789881406683,250.56549079689776,3.8662109375,6.788586616516113,530000,374.4031240940094,0.037218332290649414,100,52,-1.186333e-05,7.044047594070435,194.87680084885903,0.21799159049987793
-0.0011023635,2.6926023960113525,133.73974780606594,238.88683549659316,10.390770595631144,250.50450909910475,3.792153835296631,6.682028293609619,540000,381.388475894928,0.04630017280578613,100,53,-1.1785736e-05,6.974802494049072,174.92787772520745,0.24623727798461914
0.0049068546,2.856494903564453,135.30378113547772,241.71031511383833,6.684985560713966,250.3409520172562,4.042019844055176,7.105395555496216,550000,388.79850459098816,0.08261775970458984,100,54,-1.1752222e-05,7.398818016052246,210.3274266424706,0.21056771278381348
0.00050689135,2.7327401638031006,135.11952125738244,240.7194243286958,7.388371968451167,253.75753678691473,3.849724531173706,6.784477949142456,560000,395.8923063278198,0.037667274475097656,100,55,-1.1696843e-05,7.082247495651245,205.4310819561085,0.25982189178466797
-0.0032220846,2.769791841506958,134.56417193025686,239.66081592134574,7.13386389984317,253.3756432649924,3.9272124767303467,6.901993274688721,570000,403.09628200531006,0.038762807846069336,100,56,-1.1635383e-05,7.1927406787872314,194.43711543442762,0.2516756057739258
-0.002031955,2.9355757236480713,135.2179677731881,240.8054483996293,5.194080985370865,249.8300643634479,4.169028282165527,7.319127798080444,580000,410.7142028808594,0.054189443588256836,100,57,-1.1593023e-05,7.606837749481201,219.36794351486847,0.2332441806793213
0.002324549,2.8619983196258545,135.79624995783618,242.34884542732232,7.781932865474677,253.44725484450183,4.110461473464966,7.182623386383057,590000,418.2173843383789,0.05149435997009277,100,58,-1.1549306e-05,7.492269039154053,202.1532514686999,0.25786733627319336
0.0036558073,3.427961826324463,135.69271318108665,242.24343422206528,9.87113663665235,254.36456695961203,5.173350811004639,8.8574857711792,600000,427.4121434688568,0.04961252212524414,100,59,-1.1489121e-05,9.18271279335022,190.2751070043531,0.2752492427825928
2.9167182e-05,3.1545910835266113,136.6784740108545,244.48374836968856,8.040653493690906,257.4172689283958,4.668157577514648,8.057051658630371,610000,435.8302285671234,0.037654876708984375,100,60,-1.1435476e-05,8.405766248703003,211.89344015217114,0.31082749366760254
-0.00078893604,2.944847822189331,136.4164548852276,243.2012272264411,7.770154359101867,254.62041049626924,4.498109340667725,7.676744699478149,620000,443.8511378765106,0.055446624755859375,100,61,-1.1377235e-05,8.00319218635559,205.7406379274699,0.27057504653930664
-0.0028281251,2.818347215652466,135.95701647403976,242.48703678082273,10.781189697542949,254.04014707670893,4.119523048400879,7.147795677185059,630000,451.3231575489044,0.07749032974243164,100,62,-1.13212955e-05,7.461442708969116,192.19771112862935,0.2359633445739746
-0.002001213,3.0475449562072754,136.6777213149383,243.32460526828726,7.671187302908949,255.5219169945152,4.447618007659912,7.723109245300293,640000,459.3608589172363,0.04845285415649414,100,63,-1.1282692e-05,8.025341272354126,197.81220057356546,0.25345587730407715
