train-NumTrajs,Time-Sampling,train-MinReturn,train-PolicyExecTime,train-EnvExecTime,train-StdReturn,Itr,LossAfter,LossBefore,Time-SampleProc,n_timesteps,Time,ItrTime,Time-Optimization,train-MaxReturn,train-AverageReturn,train-AverageDiscountedReturn
100,26.234264850616455,204.51981275905538,14.10790228843689,11.44145131111145,2.5065929270055047,33,-0.004130982,-1.2656078e-05,0.14232993125915527,340000,944.1312742233276,27.436232328414917,1.0584781169891357,215.7828997829202,209.9848187961985,122.97092503442633
100,26.20420813560486,202.54918627185097,14.051101446151733,11.463943481445312,2.7017452320387325,34,-0.0020706218,-1.2618586e-05,0.11171293258666992,350000,971.5961151123047,27.39949059486389,1.0829789638519287,216.96882748341417,210.95383110765982,123.37091604916328
100,26.16795301437378,205.66999149080002,14.009169816970825,11.439181327819824,2.5570511566145706,35,-0.0052958806,-1.2576211e-05,0.11135268211364746,360000,999.0004088878632,27.34134602546692,1.0613982677459717,217.8605191936362,211.06728666258098,123.3876112689004
100,26.178024530410767,205.4042925388018,14.03870415687561,11.450076341629028,2.74111419940434,36,-0.0039463704,-1.2540909e-05,0.11614632606506348,370000,1026.4182696342468,27.35267972946167,1.057774543762207,219.78495906520644,212.10457589219905,123.75461646601732
100,26.202524423599243,206.4173650923444,14.094653367996216,11.413149118423462,2.5542983847586944,37,-0.002872244,-1.2526508e-05,0.1164093017578125,380000,1053.8907430171967,27.41490125656128,1.0953540802001953,219.1280005389273,212.30122655840074,123.83730776186128
100,26.177400588989258,203.8159566523908,14.002630233764648,11.478819608688354,2.507497115288876,38,-0.0019045062,-1.2471934e-05,0.11565041542053223,390000,1081.2950131893158,27.346819162368774,1.053027868270874,217.1143454838803,211.98502384852145,123.65922534912765
100,26.196040153503418,208.31693021656542,14.033158540725708,11.472295761108398,2.0267674323011327,39,-0.0030368802,-1.2469238e-05,0.11594891548156738,400000,1108.7731442451477,27.410770893096924,1.0981948375701904,217.4871234531144,212.82126420434838,124.03525488824778
100,26.2026584148407,206.32684799047212,14.118531227111816,11.400488138198853,2.707295321316889,40,-0.0029394133,-1.2404982e-05,0.1319577693939209,410000,1136.2359383106232,27.40097188949585,1.0655910968780518,225.9830216245649,213.39173165891108,124.29992629515382
100,26.344863653182983,206.33746465350632,14.139479637145996,11.512707471847534,2.185678840671221,41,-0.003741593,-1.2347184e-05,0.1186525821685791,420000,1163.8286020755768,27.53158450126648,1.0672976970672607,218.68347300627323,213.27524111820142,124.20587872629656
100,26.29882264137268,206.07060201852258,14.123737335205078,11.48607587814331,2.6490346246964593,42,-0.00327727,-1.231001e-05,0.11226010322570801,430000,1191.3820068836212,27.491281509399414,1.0789413452148438,220.86815088364182,213.79807042985811,124.47432426650899
100,26.144368648529053,204.78353663909004,14.07497787475586,11.381669759750366,2.400905795881605,43,-0.0034245388,-1.2262882e-05,0.10743379592895508,440000,1218.765475511551,27.31827712059021,1.0658290386199951,219.33304319539994,213.994595493272,124.57485285253675
100,26.302681922912598,207.25264440147677,14.106523275375366,11.511197805404663,2.4456261002862725,44,-0.0037680843,-1.21989e-05,0.12789654731750488,450000,1246.3397266864777,27.517969846725464,1.0866429805755615,219.79792297340114,213.74802548297575,124.39928090762007
100,26.29617691040039,207.18000259173036,14.174375534057617,11.43462347984314,2.458850258383253,45,-0.0025909138,-1.2186713e-05,0.11862921714782715,460000,1273.9047856330872,27.50410747528076,1.0885951519012451,221.8617949301058,215.01025330186283,124.970803031794
100,26.201725244522095,208.62002872937992,14.066847324371338,11.44323992729187,2.1326462604984906,46,-0.003658848,-1.2138446e-05,0.11974334716796875,470000,1301.3314652442932,27.36902379989624,1.046886920928955,219.61874009940806,215.04210848006747,124.97850157149986
100,26.234820127487183,209.74836012379427,14.11381721496582,11.427065372467041,2.1518696517009053,47,-0.0049350164,-1.2079975e-05,0.13546442985534668,480000,1328.8165338039398,27.420199871063232,1.0491397380828857,221.42670822369865,215.72086995525214,125.27213523233378
100,26.206955671310425,209.7349822399913,14.077139854431152,11.440891981124878,2.2422242742259946,48,-0.004177261,-1.2027204e-05,0.11165118217468262,490000,1356.2702598571777,27.39224934577942,1.0729124546051025,222.49727027322353,216.28172259382828,125.50454593292616
100,26.125269412994385,211.83662084738478,14.063706398010254,11.377574682235718,2.5892870049783996,49,-0.0015983378,-1.1993068e-05,0.10976982116699219,500000,1383.629543542862,27.299079418182373,1.0634500980377197,224.8803409029145,217.25803291364124,125.84316692279046
100,26.092267274856567,211.69861087716154,14.050981998443604,11.357756853103638,2.491597857601773,50,-0.0015825606,-1.1930379e-05,0.11075258255004883,510000,1410.9604940414429,27.269532680511475,1.0658650398254395,225.14286606243655,218.22294856231798,126.19800142535365
100,26.077508211135864,212.289138235045,14.016474962234497,11.372029304504395,2.4480519950121873,51,-0.00066727324,-1.1900178e-05,0.11219096183776855,520000,1438.297480583191,27.274573802947998,1.0842301845550537,224.83145008639892,218.62565601902372,126.40037739448383
100,26.429039239883423,211.84365976531953,14.275243997573853,11.462903499603271,2.702773500764221,52,0.0002983059,-1.1850284e-05,0.11300444602966309,530000,1465.9622976779938,27.6061532497406,1.0635254383087158,227.07388022577288,219.57641200030332,126.76585125995814
100,26.067471504211426,206.38686755429146,14.001997709274292,11.364071369171143,3.1794782293905697,53,0.010784933,-1.1825951e-05,0.12414908409118652,540000,1493.2695784568787,27.244735717773438,1.052353858947754,227.43820705487568,220.21876479757194,126.72681815975773
100,26.23836040496826,197.04632154335357,14.169454097747803,11.38026213645935,4.960305661430383,54,-0.0006169167,-1.1769126e-05,0.11666536331176758,550000,1520.7530856132507,27.42028832435608,1.0645170211791992,231.2591658440803,220.11286795406886,126.31677103163258
100,25.967740774154663,193.90214943543586,14.028426170349121,11.25240969657898,5.522807018165758,55,0.007518469,-1.1747013e-05,0.1208193302154541,560000,1548.0031414031982,27.183916807174683,1.0946300029754639,234.1378885248141,220.86833252338502,126.80137003175076
100,26.124940872192383,214.16248517877824,14.115083456039429,11.321120500564575,2.8038045893260097,56,-0.0010628205,-1.1719099e-05,0.11214971542358398,570000,1575.3976273536682,27.332818508148193,1.0947985649108887,228.84055682440874,221.16856263353438,127.37036335393032
100,25.958555936813354,214.85804704559186,13.948412656784058,11.318604946136475,3.040739999038228,57,-0.0011075841,-1.1697459e-05,0.11750555038452148,580000,1602.6217992305756,27.159682512283325,1.0829503536224365,229.4930306234866,221.75339697043785,127.60443460640258
100,26.00943398475647,209.50633305757574,13.994609117507935,11.321885347366333,2.7425501850078247,58,-0.00016278421,-1.1649034e-05,0.12728571891784668,590000,1629.8881485462189,27.207417011260986,1.069936990737915,229.07623444875364,221.99372280774688,127.79497218408967
100,26.091292142868042,213.88925172449365,14.0692458152771,11.32365107536316,3.1113949919417467,59,-0.0045150165,-1.1624545e-05,0.11521792411804199,600000,1657.2338943481445,27.285149574279785,1.0779445171356201,229.83129964657124,222.4460392065357,127.89195458818402
