Itr,LossBefore,train-MinReturn,n_timesteps,train-NumTrajs,train-AverageDiscountedReturn,Time-SampleProc,Time,train-MaxReturn,train-StdReturn,train-AverageReturn,Time-Sampling,ItrTime,Time-Optimization,LossAfter,train-EnvExecTime,train-PolicyExecTime
38,-1.308112e-05,23.30709723022553,390000,100,22.795614450843978,0.019562721252441406,401.07918882369995,32.21087545515575,1.3377171407372015,28.811754488221595,5.491805553436279,5.743990659713745,0.2324075698852539,-0.0022154397,1.979142427444458,3.338644027709961
39,-1.30516055e-05,26.771517898055443,400000,100,23.056524335271497,0.03229808807373047,407.0470914840698,31.41400904872006,0.9565457869054991,29.073505958472,5.7023584842681885,5.95793342590332,0.22307085990905762,-0.0019299423,2.0696139335632324,3.440950870513916
40,-1.3007249e-05,25.19800467363309,410000,100,22.75457308972717,0.033690452575683594,413.09355783462524,31.285007647617107,1.1193566765912493,28.758772333253322,5.766944408416748,6.036297559738159,0.23544573783874512,-0.0011767292,2.0954387187957764,3.488382339477539
41,-1.2978666e-05,26.48550443954921,420000,100,22.911629685339093,0.03835153579711914,419.4242513179779,32.046263095762406,1.1271312876148178,28.97094377299038,6.071150779724121,6.321811199188232,0.21207332611083984,-0.0018498916,2.1713109016418457,3.7072978019714355
42,-1.2945529e-05,25.065550843521134,430000,100,23.041586393992457,0.07424044609069824,425.9648380279541,32.45939713276295,1.142212439461028,29.017827875077174,6.230494976043701,6.5311150550842285,0.22612404823303223,-0.00094921427,2.253446102142334,3.7821567058563232
43,-1.2898352e-05,26.423702436579937,440000,100,22.867855810764453,0.025525569915771484,433.08008790016174,31.972120937235054,1.0480291553972234,28.907185135819574,6.828962564468384,7.103945255279541,0.249220609664917,-0.0013004306,2.4889345169067383,4.127918243408203
44,-1.2866464e-05,26.209990789487183,450000,100,22.998633206298724,0.041652679443359375,441.69435477256775,31.860611125535296,1.178418981247125,28.994669018050278,8.263965368270874,8.602804183959961,0.2969324588775635,-0.0008549638,3.0042970180511475,5.006930589675903
45,-1.2825913e-05,26.033375310360924,460000,100,23.16674208021357,0.06053900718688965,448.18625569343567,32.79685052032572,1.1801481711540334,29.20148488834302,6.20687198638916,6.476787805557251,0.20910286903381348,-0.0024190506,2.237135171890259,3.771906852722168
46,-1.280656e-05,25.630502787007355,470000,100,23.062545383362767,0.03097081184387207,454.4223256111145,31.79412525759702,1.1911692201728619,29.098359551380266,5.975175619125366,6.226664304733276,0.22026729583740234,-0.0024162373,2.147657632827759,3.636671304702759
47,-1.2776587e-05,26.05592622887172,480000,100,23.20739494955267,0.03114604949951172,460.56451964378357,31.60891646260787,1.2788965019690983,29.294128219191965,5.877989292144775,6.1325836181640625,0.22311162948608398,-0.0031560054,2.13232159614563,3.559547185897827
48,-1.2749893e-05,26.385129143929763,490000,100,23.3970639385673,0.053156375885009766,466.7629256248474,32.956897404561424,1.2512768757718846,29.54357023360174,5.905111789703369,6.18875789642334,0.23027396202087402,-0.0010074286,2.1278743743896484,3.5897059440612793
49,-1.2695802e-05,25.955059546297036,500000,100,23.37510941862976,0.06733441352844238,473.887647151947,31.861487547638728,1.1868237108130988,29.541908636750815,6.821070671081543,7.113053798675537,0.2243955135345459,-0.0008427817,2.471806764602661,4.135844707489014
50,-1.2680669e-05,25.569921932957616,510000,100,23.263092749432904,0.04501962661743164,482.1467468738556,32.544526061435334,1.3132673694671468,29.51131408832622,7.8129754066467285,8.2464919090271,0.38812780380249023,-0.0014225643,2.8312079906463623,4.741450786590576
