train-MinReturn,n_timesteps,train-PolicyExecTime,train-MaxReturn,Time-Optimization,train-EnvExecTime,Itr,ItrTime,Time-Sampling,train-AverageDiscountedReturn,train-NumTrajs,LossBefore,LossAfter,Time,train-StdReturn,Time-SampleProc,train-AverageReturn
-105.74363564282126,220000,14.826440334320068,60.51024488216762,1.1548817157745361,8.814636945724487,21,25.70051860809326,24.406588792800903,-16.965538378300202,100,-1.4031187e-05,-0.016891101,565.2437708377838,29.22110272271202,0.13827896118164062,-25.834143826804446
-130.71846896925155,230000,14.701006650924683,39.66452516275891,1.1263575553894043,8.773249387741089,22,25.495818853378296,24.234440326690674,-16.406726075005164,100,-1.3994807e-05,-0.016419047,590.8130490779877,32.207178847567036,0.1341686248779297,-25.31914219522849
-125.42193518552104,240000,14.729121923446655,52.76484575577625,1.1501753330230713,8.779219627380371,23,25.586801290512085,24.287104845046997,-15.172814679116074,100,-1.3982014e-05,-0.016711885,616.4726529121399,31.19308906307507,0.14876151084899902,-22.92299623960905
-109.11591828865122,250000,14.78268027305603,79.35553175142634,1.1886858940124512,8.75637149810791,24,25.627363681793213,24.30339288711548,-11.824648212214463,100,-1.3936953e-05,-0.016558789,642.1746325492859,31.87259114876149,0.1345508098602295,-19.542790873612404
-120.53551939089799,260000,14.75008511543274,44.2580218632554,1.1427655220031738,8.761830806732178,25,25.578501224517822,24.273510456085205,-11.830826181183404,100,-1.3985449e-05,-0.017242806,667.8279807567596,25.499003362843986,0.16119098663330078,-18.368283156446445
-114.29486751277409,270000,14.697835445404053,59.73994626715996,1.1368253231048584,8.76584768295288,26,25.529439210891724,24.23234724998474,-13.306653311185517,100,-1.3924034e-05,-0.017095497,693.4344034194946,30.01117935731854,0.1587662696838379,-21.245637119723163
-91.09337414095639,280000,14.774968385696411,33.34366234057997,1.1679267883300781,8.835699081420898,27,25.69151282310486,24.36949634552002,-13.500698168369315,100,-1.3930058e-05,-0.015859256,719.1911797523499,27.959924590511992,0.15338921546936035,-21.670979764218746
-107.70713548748782,290000,14.756730079650879,50.43781695103505,1.18890380859375,8.78711748123169,28,25.646568775177002,24.325806379318237,-14.250899295883887,100,-1.3912379e-05,-0.014244704,744.9168486595154,30.75080581470178,0.1302497386932373,-22.263963898505278
-84.94606303476131,300000,14.695747137069702,51.705678174437615,1.1427180767059326,8.750154733657837,29,25.52506947517395,24.227219581604004,-11.552677875320594,100,-1.3960482e-05,-0.016901758,770.5164697170258,29.338206274019345,0.15396547317504883,-16.871199714090363
-102.61923190178878,310000,14.797729015350342,76.47729535484899,1.1633169651031494,8.820236444473267,30,25.69215226173401,24.386837005615234,-15.64416874584645,100,-1.39458025e-05,-0.016557997,796.2846775054932,30.544456989277727,0.14088106155395508,-24.139257356666192
-131.81347974162745,320000,14.690973043441772,46.67376815065268,1.137761116027832,8.767602443695068,31,25.495923042297363,24.23110866546631,-16.47481827683633,100,-1.3903943e-05,-0.015998665,821.8520815372467,31.06451278047222,0.12606263160705566,-25.931526131233454
-110.03275098849316,330000,14.75125765800476,61.54874438641721,1.188992977142334,8.827648162841797,32,25.691370964050293,24.34598708152771,-11.479284368381759,100,-1.3904241e-05,-0.016552145,847.6178307533264,32.04298477114829,0.1555631160736084,-18.12374821972819
-105.93293249928124,340000,14.709604024887085,39.117325229648074,1.1539862155914307,8.76500678062439,33,25.550981760025024,24.251356840133667,-14.573149696466892,100,-1.3871485e-05,-0.017957103,873.2513728141785,29.599271180520528,0.14391183853149414,-23.134289557153025
