LossBefore,train-PolicyExecTime,ItrTime,train-AverageReturn,LossAfter,Time-Sampling,Time-SampleProc,train-MaxReturn,train-MinReturn,n_timesteps,Time-Optimization,train-EnvExecTime,train-NumTrajs,train-StdReturn,Itr,Time,train-AverageDiscountedReturn
-9.871026e-06,14.526132106781006,25.69054675102234,176.21836047915104,-0.010905457,23.980417728424072,0.1612412929534912,254.14617202385455,87.23958409332265,2260000,1.547612190246582,8.705175161361694,100,36.12024154636032,225,5669.298437595367,98.90539024178385
-9.835843e-06,14.35637378692627,25.493082284927368,181.42344801938296,-0.012398096,23.8051540851593,0.12752366065979004,261.57893422138716,95.97219750844442,2270000,1.5583460330963135,8.689953804016113,100,32.64926227756336,226,5694.888459682465,101.70681346187658
-9.846796e-06,14.588793277740479,26.009992599487305,182.2324423778,-0.009681464,24.09900403022766,0.12987256050109863,253.9039136275067,107.42341710317585,2280000,1.780346155166626,8.753280878067017,100,32.96370155746727,227,5720.981578826904,102.0514333319385
-9.8140135e-06,14.215613842010498,25.526920557022095,178.06010632230084,-0.0065569533,23.59279775619507,0.15790319442749023,270.3291942864812,80.2070043278503,2290000,1.7750086784362793,8.646005868911743,100,36.405307299832614,228,5746.590261220932,99.5566787486847
-9.816144e-06,15.05653166770935,26.71354866027832,183.59030158678638,-0.009020632,24.772733688354492,0.16975975036621094,249.46035783927857,111.07462373825419,2300000,1.7698068618774414,8.940958976745605,100,32.27754424357959,229,5773.381240367889,102.34847993752187
-9.7876655e-06,14.94601845741272,26.616759777069092,173.26584044308981,-0.010059629,24.577763319015503,0.20636868476867676,270.0913458754865,90.05275489874948,2310000,1.8312513828277588,8.868942022323608,100,34.872444734834595,230,5800.072351694107,97.87996014671836
-9.761575e-06,15.75569486618042,27.795252799987793,179.6574610860987,-0.010112914,25.690943479537964,0.3210718631744385,261.62622818203863,75.95473282996647,2320000,1.7805638313293457,9.138283014297485,100,35.5004808736477,231,5827.96585893631,100.53128591551332
-9.752471e-06,16.55543327331543,28.40173625946045,180.6257188262845,-0.013155411,26.885066986083984,0.21615099906921387,270.692512803989,98.14190828065544,2330000,1.2989833354949951,9.477871417999268,100,34.94876060954713,232,5856.441300868988,101.42269250583975
-9.729663e-06,14.570948362350464,25.444706678390503,182.14500550918459,-0.013524412,24.009747743606567,0.19342470169067383,258.1318440601316,110.79016770165406,2340000,1.2406344413757324,8.696619510650635,100,29.72358523858795,233,5881.948797702789,102.24078693262697
-9.703853e-06,14.493414640426636,25.30463218688965,180.08241972129707,-0.009259798,23.9350643157959,0.20348429679870605,247.12948414932944,91.69361863528223,2350000,1.1650934219360352,8.701602458953857,100,31.143012428419727,234,5907.325398683548,100.37184836924337
